,Organisation Name,Organisation Tagline,Technologies Used,GSOC Organisation Link
30,Classical Language Toolkit,NLP for the ancient world,"python,  javascript",https://summerofcode.withgoogle.com/archive/2017/organizations/4904328934457344/
31,"CLiPS, University of Antwerp",Computational (Psycho)Linguistics,"python,  machine learning,  mongodb,  javascript",https://summerofcode.withgoogle.com/archive/2017/organizations/4936781707345920/
32,Clojure,Supporting the Clojure and ClojureScript ecosystem,"clojure,  clojurescript,  jvm,  javascript,  functional programming",https://summerofcode.withgoogle.com/archive/2017/organizations/5054104644616192/
33,Cloud Native Computing Foundation (CNCF),The CNCF is a nonprofit committed to the development of cloud native technology,"kubernetes,  go,  prometheus,  fluentd,  grpc",https://summerofcode.withgoogle.com/archive/2017/organizations/6018829461225472/
34,CloudCV,Building platforms for reproducible AI research,"python,  django,  angularjs,  reactjs,  deep learning",https://summerofcode.withgoogle.com/archive/2017/organizations/6419112360148992/
35,CMU Sphinx,"Fast, Accurate, Flexible Open Source Speech Recognition","c,  cross-platform,  hidden markov models,  javascript,  python",https://summerofcode.withgoogle.com/archive/2017/organizations/5510422639673344/
36,coala,Linting and Fixing Code for All Languages,python,https://summerofcode.withgoogle.com/archive/2017/organizations/5817061024464896/
37,Computational Biology @ University of Nebraska-Lincoln,Development of software technologies for biomedical research and applications.,"javascript,  react,  java,  webgl,  mysql",https://summerofcode.withgoogle.com/archive/2017/organizations/6732113738989568/
38,Conversations.im,"Federated, end-to-end encrypted instant messaging based on XMPP/OMEMO","xmpp,  java,  android,  javafx,  python",https://summerofcode.withgoogle.com/archive/2017/organizations/5967780016816128/
39,Copyleft Games,"Game libraries, frameworks, and development toolkits","python,  opengl,  javascript,  c,  xmpp",https://summerofcode.withgoogle.com/archive/2017/organizations/6180004551458816/
40,DBpedia,"a Large, Multilingual, Semantic Knowledge Graph","java,  scala,  graph,  nosql,  rdf",https://summerofcode.withgoogle.com/archive/2017/organizations/5195579256733696/
41,Discourse,Civilized discussion for your community.,"ruby on rails,  ember,  ruby,  javascipt,  html/css",https://summerofcode.withgoogle.com/archive/2017/organizations/4878856288731136/
42,Django Software Foundation,The web framework for perfectionists with deadlines.,"python,  django",https://summerofcode.withgoogle.com/archive/2017/organizations/4608650232463360/
43,Drupal,"Drupal is a Free, Open, Modular CMS written in PHP. Let's make something amazing","php,  symfony,  sql,  javascript,  drupal 8",https://summerofcode.withgoogle.com/archive/2017/organizations/6388224565968896/
44,Eclipse Vert.x,Eclipse Vert.x is a tool-kit for building reactive applications on the JVM,"java,  reactive extensions,  kotlin,  microservices,  event-loop",https://summerofcode.withgoogle.com/archive/2017/organizations/5851994006749184/
45,Elm Software Foundation,A delightful functional language for reliable webapps.,"elm,  javascript,  haskell",https://summerofcode.withgoogle.com/archive/2017/organizations/5658990390280192/
46,Environmental Data And Governance Initiative,International network addressing threats to US environmental & energy policy,"python,  javascript,  ruby on rails,  google cloud,  go",https://summerofcode.withgoogle.com/archive/2017/organizations/4941941976334336/
47,Fedora Project,"Fedora Linux is built on the foundations of Freedom, Friends, Features, & First","python,  linux,  git,  postgres,  ansible",https://summerofcode.withgoogle.com/archive/2017/organizations/5870752142196736/
48,FFmpeg,"Cross-platform software to convert audio, video and subtitles.","c,  assembly,  git",https://summerofcode.withgoogle.com/archive/2017/organizations/4641979178680320/
49,FOSDEM,The organization that handles all aspects of the FOSDEM conference,"git,  ruby on rails,  postgresql,  html/css",https://summerofcode.withgoogle.com/archive/2017/organizations/5733807646834688/
50,FOSSASIA,Improve People's Lives,"python,  java,  javascript,  android,  php",https://summerofcode.withgoogle.com/archive/2017/organizations/5936828200779776/
51,Free and Open Source Silicon Foundation,Umbrella for various projects around open source hardware and tools,"verilog,  c,  vhdl,  python",https://summerofcode.withgoogle.com/archive/2017/organizations/5021512822161408/
52,FreeBSD,FreeBSD: The Foundation of the Internet,"c/c++,  llvm,  shell,  make,  assembly",https://summerofcode.withgoogle.com/archive/2017/organizations/5058101916991488/
53,Freifunk,Freifunk is a non-commercial initiative for free and open wireless networks.,"lede/openwrt,  c,  html/css,  shell script,  javascript",https://summerofcode.withgoogle.com/archive/2017/organizations/6004756195573760/
54,Frescobaldi,Edit music scores with GNU LilyPond.,"python,  pyqt",https://summerofcode.withgoogle.com/archive/2017/organizations/4597892144693248/
55,"Genes, Genomes and Variation",Genome databases and browsers,"mysql,  perl,  javascript",https://summerofcode.withgoogle.com/archive/2017/organizations/5455879507804160/
56,GENIVI Development Platform,Open Source Automotive Development Platform,"linux,  c,  yocto,  c++,  qt",https://summerofcode.withgoogle.com/archive/2017/organizations/4914104280023040/
57,Gentoo Foundation,"A flexible, source-based Linux distribution.","shell,  c/c++,  python,  linux",https://summerofcode.withgoogle.com/archive/2017/organizations/6287928489672704/
58,Git,"fast, scalable, distributed revision control system","c,  shell script,  git",https://summerofcode.withgoogle.com/archive/2017/organizations/5061577619275776/
59,Global Alliance for Genomics and Health,We develop open standards and tools for genomics to benefit human health.,"python,  java,  sql,  c++,  mongodb",https://summerofcode.withgoogle.com/archive/2017/organizations/6101170829393920/
60,GNOME,Non-profit organization that creates a computing platform for the general public,"c,  python,  gtk+,  javascript,  gobject",https://summerofcode.withgoogle.com/archive/2017/organizations/6040004186865664/
61,GNSS-SDR,An open source Global Navigation Satellite Systems software-defined receiver,"c/c++,  c++,  c++11,  c++14,  gnss",https://summerofcode.withgoogle.com/archive/2017/organizations/5204929132101632/
62,GNU Octave,Free Your Numbers,"c++,  hg",https://summerofcode.withgoogle.com/archive/2017/organizations/6187477526118400/
63,GNU Radio,The Free & Open Software Radio Ecosystem,"software defined radio,  c++,  python,  dsp",https://summerofcode.withgoogle.com/archive/2017/organizations/5467278887878656/
64,Green Navigation,Energy efficient routing for electric vehicles,"javascript,  java,  react,  apache spark,  tensorflow",https://summerofcode.withgoogle.com/archive/2017/organizations/6147412729004032/
65,Haiku,Light open-source operating system that specifically targets personal computing.,"c++,  posix",https://summerofcode.withgoogle.com/archive/2017/organizations/5096040436858880/
66,Homebrew,Homebrew is a package manager for macOS written in Ruby.,"ruby,  git,  github,  bash,  macos",https://summerofcode.withgoogle.com/archive/2017/organizations/6752289616297984/
67,illumos.org,Open Source successor of OpenSolaris,"dtrace,  illumos,  unix,  openzfs,  zfs",https://summerofcode.withgoogle.com/archive/2017/organizations/6221940343701504/
68,INCF,Advancing global collaborative brain research,"c++,  python,  java,  xml,  gpu",https://summerofcode.withgoogle.com/archive/2017/organizations/6593178794721280/
69,Inkscape,"Inkscape is a professional vector graphics editor for Windows, Mac OSX, & Linux.","svg,  css,  c++,  c++11,  python",https://summerofcode.withgoogle.com/archive/2017/organizations/5404830063394816/
70,Institute for Artificial Intelligence,Research in Artificial Intelligence and Perception for Autonomous Mobile Robots,"lisp,  prolog,  c++,  python,  ros",https://summerofcode.withgoogle.com/archive/2017/organizations/6330829038944256/
71,Intel Media and Audio for Linux,"Open Source Media libraries, Applications and User space driver.","video,  decode,  encode,  vpp,  multimedia",https://summerofcode.withgoogle.com/archive/2017/organizations/6149200777576448/
72,Internet Archive,Universal Access to All Knowledge,"python,  javascript",https://summerofcode.withgoogle.com/archive/2017/organizations/5373878247358464/
73,JBoss Community,Community of Java projects around JBoss Middleware,"java,  android,  asciidoctor,  mobil,  kubernetes",https://summerofcode.withgoogle.com/archive/2017/organizations/5307802188775424/
74,JdeRobot - Universidad Rey Juan Carlos,A software framework for developing applications in robotics and computer vision,"python,  c/c++,  ros,  gazebo",https://summerofcode.withgoogle.com/archive/2017/organizations/4923454155390976/
75,Jitsi,Advanced Real-Time Communication,"webrtc,  java,  javascript,  sip,  xmpp",https://summerofcode.withgoogle.com/archive/2017/organizations/5461033468559360/
76,Joomla,A free and Open Source CMS Trusted By Millions for their Websites,"php,  html,  html/css,  javascript,  jquery",https://summerofcode.withgoogle.com/archive/2017/organizations/5861923971137536/
77,JSK Robotics Laboratory,Humanoid Robotics Laboratory at the University of Tokyo,"ros,  lisp,  prolog,  openhrp,  openrtm",https://summerofcode.withgoogle.com/archive/2017/organizations/6380010977886208/
78,K-9 Mail,K-9 Mail – Advanced Email for Android,"android,  java",https://summerofcode.withgoogle.com/archive/2017/organizations/6184001823834112/
79,KDE,Experience Freedom!,"c++,  qt,  qt5",https://summerofcode.withgoogle.com/archive/2017/organizations/5586250824155136/
80,LabLua,Programming Languages Research with emphasis on  the Lua language,"lua,  céu",https://summerofcode.withgoogle.com/archive/2017/organizations/5842237585883136/
81,LibreHealth,Healthcare for Humanity,"java,  php,  javascript,  mysql",https://summerofcode.withgoogle.com/archive/2017/organizations/5574687430017024/
82,LibreOffice,"Free Office Suite, Fun Project, Fantastic People","c++,  python,  java",https://summerofcode.withgoogle.com/archive/2017/organizations/5507893709242368/
83,libvirt,virtualization abstraction library,"kvm,  xen,  hypervisor",https://summerofcode.withgoogle.com/archive/2017/organizations/6082542885142528/
84,Liquid Galaxy Project,Get immersed in open-source!,"javascript,  ros,  gis,  cesiumjs",https://summerofcode.withgoogle.com/archive/2017/organizations/5279287632461824/
85,LLVM Compiler Infrastructure,llvm,"llvm,  clang",https://summerofcode.withgoogle.com/archive/2017/organizations/6215410651234304/
86,lowRISC,Creating a fully open-source SoC design,"verilog,  chisel,  risc-v,  linux",https://summerofcode.withgoogle.com/archive/2017/organizations/5688479367299072/
87,LuaRocks,The package manager for the Lua programming language,"lua,  lua,  luarocks",https://summerofcode.withgoogle.com/archive/2017/organizations/5624527572697088/
88,MariaDB,One of the most popular databases on the web with many notable users,"mariadb,  mysql,  c,  c++,  java",https://summerofcode.withgoogle.com/archive/2017/organizations/4752192066027520/
89,Matrix.org,An ambitious open source project creating a new decentralised comms ecosystem.,"react,  android,  ios,  golang,  nodejs",https://summerofcode.withgoogle.com/archive/2017/organizations/6700587336859648/
90,MBDyn,High fidelity multibody dynamics engine with extended capabilities,"c++,  python",https://summerofcode.withgoogle.com/archive/2017/organizations/6633793616084992/
91,MetaBrainz Foundation Inc.,MetaBrainz operates MusicBrainz and a number of related open data projects.,"postgres,  perl,  python,  javascript,  bigquery",https://summerofcode.withgoogle.com/archive/2017/organizations/5723792051535872/
92,Metasploit,Open Source framework for exploit development and penetration testing,"ruby,  c,  asm",https://summerofcode.withgoogle.com/archive/2017/organizations/5632986779222016/
93,Microkernel devroom,"Confederation of microkernel projects (Genode, HelenOS, GNU Hurd, MINIX, Redox)","c,  c++,  rust,  arm,  x86",https://summerofcode.withgoogle.com/archive/2017/organizations/5026327212064768/
94,Mifos Initiative,End Poverty One Line of Code at a Time,"java,  android,  angularjs,  spring,  mysql",https://summerofcode.withgoogle.com/archive/2017/organizations/5486404108812288/
95,MIT App Inventor,Empowering anyone to make their world a better place,"java,  javascipt,  app,  google app engine,  gwt",https://summerofcode.withgoogle.com/archive/2017/organizations/6712150730997760/
96,Mixxx DJ Software,DJ Your Way. For Free.,"qt,  c++,  c++11,  midi,  hid",https://summerofcode.withgoogle.com/archive/2017/organizations/5298974017716224/
97,mlpack,a scalable C++ machine learning library,c++,https://summerofcode.withgoogle.com/archive/2017/organizations/5584462775582720/
98,Mobile Robot Programming Toolkit (MRPT),Mobile Robot Programming Toolkit: empowering C++ development in robotics,"qt,  c++,  opengl,  wxwidgets,  ros",https://summerofcode.withgoogle.com/archive/2017/organizations/5289044053327872/
99,Mono Project,Cross-platform C#/F#/.NET runtime and tools,"c#,  .net,  f#,  c",https://summerofcode.withgoogle.com/archive/2017/organizations/4814565460148224/
100,Moodle,The world's open source learning platform,"php,  jquery,  mysql,  postgresql,  javascript",https://summerofcode.withgoogle.com/archive/2017/organizations/5171600185884672/
101,MovingBlocks,Terasology: like an open source Minecraft - imagine the possibilities!,"java,  opengl,  blender,  json,  gradle",https://summerofcode.withgoogle.com/archive/2017/organizations/4985951029821440/
102,Mozilla,"Internet for people, not profit.","js,  rust,  html/css,  c++,  python",https://summerofcode.withgoogle.com/archive/2017/organizations/6414943960170496/
103,MuseScore,Free and open-source music notation software,"c++11,  qt5,  qt,  breakpad",https://summerofcode.withgoogle.com/archive/2017/organizations/4738118800375808/
104,National Resource for Network Biology (NRNB),Developing open source software to enable network-based biomedical discovery,"java,  javascript,  python,  php,  c++",https://summerofcode.withgoogle.com/archive/2017/organizations/6499778154201088/
105,Netfilter project,FOSS community-driven project that provides firewalling tools for Linux,"linux,  kernel,  c",https://summerofcode.withgoogle.com/archive/2017/organizations/6602954140286976/
106,Nmap Security Scanner,Swiss Army knife of network discovery and security auditing,"c/c++,  lua,  python,  c,  c++",https://summerofcode.withgoogle.com/archive/2017/organizations/5603880054292480/
107,NumFOCUS,NumFOCUS promotes open source scientific software.,"python,  javascript,  r,  c/c++",https://summerofcode.withgoogle.com/archive/2017/organizations/6630791836598272/
108,Open Bioinformatics Foundation,Promoting practice & philosophy of OSS & Open Science in biological research.,"python,  perl,  java,  c++,  c/c++",https://summerofcode.withgoogle.com/archive/2017/organizations/6098536001175552/
109,Open Chemistry,Advancing Open Source and Open Science for Chemistry,"python,  c++,  opengl,  javascript,  java",https://summerofcode.withgoogle.com/archive/2017/organizations/5928781713768448/
110,Open Data Kit,Open Data Kit is used to collect data for social good in difficult environments.,"android,  java,  python,  javascript,  ruby",https://summerofcode.withgoogle.com/archive/2017/organizations/4593100034932736/
111,Open Detection,Open Detection is a open source project for object detection and recognition.,"c++,  caffe,  pcl,  opencv",https://summerofcode.withgoogle.com/archive/2017/organizations/6015282623545344/
112,Open Genome Informatics,Open Genome Informatics represents the efforts of many bioinformatics projects.,"python,  java,  javascript,  nodejs,  gwt",https://summerofcode.withgoogle.com/archive/2017/organizations/4997812655751168/
113,Open States,Opening State Legislatures,"python,  django,  javascript,  postgresql",https://summerofcode.withgoogle.com/archive/2017/organizations/5076494711783424/
114,Open Technologies Alliance - GFOSS,Promote Openness through use and development of Open Standards and Technologies,"php,  java,  mysql,  virtuoso,  python",https://summerofcode.withgoogle.com/archive/2017/organizations/6266968780832768/
115,OpenAstronomy,Opening the eyes of research astronomy software to the whole world.,"python,  julia,  qt",https://summerofcode.withgoogle.com/archive/2017/organizations/6563063020912640/
116,OpenCV,Open Source Computer Vision and Machine Learning Library,"vision,  deep learning,  c++,  python",https://summerofcode.withgoogle.com/archive/2017/organizations/6424873924558848/
117,OpenMRS,Write Code. Save Lives.,"java,  javascript,  html/css,  hibernate,  mysql",https://summerofcode.withgoogle.com/archive/2017/organizations/6111850936664064/
118,OpenStreetMap,OpenStreetMap - Creating and distributing free geographic data for the world.,"postgis,  java,  ruby,  javascript",https://summerofcode.withgoogle.com/archive/2017/organizations/6746951777255424/
119,openSUSE,"The makers' choice for sysadmins, developers and desktop users.","ruby on rails,  javascript,  docker,  linux,  angular.js",https://summerofcode.withgoogle.com/archive/2017/organizations/6729779961135104/
120,OpenWISP,Open Source solution to build and manage wifi networks,"python,  django,  javascript,  openwrt,  raspberry pi",https://summerofcode.withgoogle.com/archive/2017/organizations/4763591446102016/
121,Oppia Foundation,Oppia is a tool for collaboratively building interactive and intelligent tutors.,"python,  google app engine,  angularjs,  javascript,  css",https://summerofcode.withgoogle.com/archive/2017/organizations/6040525891174400/
122,OSGeo,Open Source Geospatial Foundation,"c++,  python,  c,  sql,  java",https://summerofcode.withgoogle.com/archive/2017/organizations/4554340639440896/
123,oVirt,Open virtual datacenter management for all,"java,  python,  kvm",https://summerofcode.withgoogle.com/archive/2017/organizations/5718999941775360/
124,ownCloud,A safe home for all your data,"php,  qt,  android,  ios,  javascript",https://summerofcode.withgoogle.com/archive/2017/organizations/5721528872206336/
125,P2PSP.org,Shaping the future Internet TV,"c++,  python,  qt,  sockets,  webrtc",https://summerofcode.withgoogle.com/archive/2017/organizations/6195936732643328/
126,PEcAn Project,Develop accessible tools for reproducible ecosystem modeling and forecasting,"r,  php,  postgresql,  javascript,  c",https://summerofcode.withgoogle.com/archive/2017/organizations/4773366791667712/
127,Performance Co-Pilot,System-level performance analysis toolkit,"python,  javascript,  c,  linux,  windows",https://summerofcode.withgoogle.com/archive/2017/organizations/5840169290694656/
128,Pharo Consortium,Pharo: The Immersive Programming Experience,"smalltalk,  roassal,  polymath,  pharo",https://summerofcode.withgoogle.com/archive/2017/organizations/5691803940421632/
129,phpBB Forum Software,phpBB is the most widely used free and open source forum software,"php,  mysql,  javascript,  symfony,  css",https://summerofcode.withgoogle.com/archive/2017/organizations/5715998162288640/
130,phpMyAdmin,A web interface for MySQL written in PHP,"php,  mysql,  jquery,  javascript,  cakephp",https://summerofcode.withgoogle.com/archive/2017/organizations/5535586047754240/
131,Physical Web Project,Physical Web GSoC project based on the Physical Web,"beacon,  web bluetooth,  physical web,  bluetooth",https://summerofcode.withgoogle.com/archive/2017/organizations/6491731667189760/
132,Plone Foundation,The premier python-based open source CMS,"python,  javascript,  html/css",https://summerofcode.withgoogle.com/archive/2017/organizations/4530756705583104/
133,PMD,An extensible cross-language static code analyzer.,"java,  javacc,  xml,  antlr,  xpath",https://summerofcode.withgoogle.com/archive/2017/organizations/5158578918785024/
134,Polly Labs,Promoting Polyhedral Compilation,"llvm,  integer set library,  ppcg,  pencil,  polly",https://summerofcode.withgoogle.com/archive/2017/organizations/4788561849090048/
135,Portland State University,Individual and Academic Open Source,"open hardware,  language-agnostic",https://summerofcode.withgoogle.com/archive/2017/organizations/5827042528460800/
136,PostgreSQL,"PostgreSQL is a powerful, open source object-relational database system.","postgresql,  c,  perl,  sql",https://summerofcode.withgoogle.com/archive/2017/organizations/5443503559540736/
137,Public Lab,Open hardware and software to help communities measure and analyze pollution,"javascript,  ruby,  ruby on rails",https://summerofcode.withgoogle.com/archive/2017/organizations/6029803371102208/
138,Python Software Foundation,Python is a programming language used by scientists & software developers alike.,python,https://summerofcode.withgoogle.com/archive/2017/organizations/5370985721102336/
139,QEMU,Open source machine emulator and virtualizer,"c,  python",https://summerofcode.withgoogle.com/archive/2017/organizations/4782716667035648/
140,Qubes OS,A reasonably secure operating system,"c,  python,  shell,  xen,  linux",https://summerofcode.withgoogle.com/archive/2017/organizations/5074771758809088/
141,R project for statistical computing,R is a free software environment for statistical computing and graphics,"r-project,  c,  c++,  fortran,  javascript",https://summerofcode.withgoogle.com/archive/2017/organizations/5555424770129920/
142,radare2,Radare2 reverse engineering framework and toolset,"c,  rust,  python,  nodejs",https://summerofcode.withgoogle.com/archive/2017/organizations/4795019735072768/
143,ReactOS,"ReactOS is a free, open source, Windows compatible operating system.","c,  c++",https://summerofcode.withgoogle.com/archive/2017/organizations/6057879303880704/
144,Red Hen Lab,Research on Multimodal Communication,"high performance computing,  machine learning,  opencv,  audio processing,  multimodal analysis",https://summerofcode.withgoogle.com/archive/2017/organizations/6645492838563840/
145,RoboComp,A simple robotics framework.,"c++,  cmake,  python,  openscenegraph,  qt",https://summerofcode.withgoogle.com/archive/2017/organizations/5477575937753088/
146,Rocket.Chat,The ultimate open source chat and messaging platform,"javascript,  meteor.js,  mongo,  webrtc",https://summerofcode.withgoogle.com/archive/2017/organizations/5788044225413120/
147,Rspamd,High-performance spam filtering system,"c,  lua,  cmake",https://summerofcode.withgoogle.com/archive/2017/organizations/5230067307249664/
148,RTEMS Project,RTEMS is a real-time operating system used around the world and in space.,"c,  python,  posix",https://summerofcode.withgoogle.com/archive/2017/organizations/6586933375401984/
149,Ruby on Rails,Ruby on Rails make web application development easy and fun.,"html,  ruby on rails,  ruby",https://summerofcode.withgoogle.com/archive/2017/organizations/5017499041005568/
150,Ruby Science Foundation,Tools for Scientific Computing in Ruby,"ruby,  science,  web,  data,  gpu",https://summerofcode.withgoogle.com/archive/2017/organizations/6710362682425344/
151,Sage Mathematical Software System,open source math software,"python,  cython,  c++,  c",https://summerofcode.withgoogle.com/archive/2017/organizations/5071296056524800/
152,Samba,Opening windows to a wider world.,"c,  python",https://summerofcode.withgoogle.com/archive/2017/organizations/5093706659004416/
153,Scala,The programming language where object-oriented meets functional.,"scala,  jvm",https://summerofcode.withgoogle.com/archive/2017/organizations/6452441306365952/
154,Scilab,Numerical computational package and high-level programming language.,"c++,  java,  python,  c,  opengl",https://summerofcode.withgoogle.com/archive/2017/organizations/6603475844595712/
155,ScummVM,ScummVM is a GSoC umbrella for game preservation projects,"c++,  sdl,  opengl,  assembly",https://summerofcode.withgoogle.com/archive/2017/organizations/6165044375060480/
156,Shogun Machine Learning Toolbox,Unified and efficient Machine Learning,"c/c++,  python,  swig,  machine learning,  cmake",https://summerofcode.withgoogle.com/archive/2017/organizations/4704476053110784/
157,Sigmah,Java/GWT platform for humanitarian project management,"gwt,  java,  postgresql",https://summerofcode.withgoogle.com/archive/2017/organizations/5019976297611264/
158,Software Product Data Exchange (SPDX),Promoting open source compliance through standard communication of SW licenses.,"rdf,  python,  java,  github,  c",https://summerofcode.withgoogle.com/archive/2017/organizations/6300304437936128/
159,STE||AR Group,The C++ Standards Library for Concurrency and Parallelism,"c++,  boost,  hpx,  c++17 parallel stl,  parallel algorithms",https://summerofcode.withgoogle.com/archive/2017/organizations/6145876204453888/
160,"Stony Brook University, Biomedical Informatics",Advance biomedical knowledge through innovative data science research,"big data,  apache spark,  matlab,  c++,  hadoop",https://summerofcode.withgoogle.com/archive/2017/organizations/6367868836904960/
161,strace,linux syscall tracer,"linux,  c,  git,  shell script,  make",https://summerofcode.withgoogle.com/archive/2017/organizations/6249254993526784/
162,Sugar Labs,"We make tools that learners use to explore, discover, create, and reflect.","python,  javascript,  gtk,  android",https://summerofcode.withgoogle.com/archive/2017/organizations/4675168001589248/
163,Sustainable Computing Research Group ( SCoRe ),"SCoRe has conducted research covering various aspects of Security, Mobile & IOT.","python,  java,  gcp,  android,  golan",https://summerofcode.withgoogle.com/archive/2017/organizations/4984473024200704/
164,SymPy,SymPy is a Python library for symbolic mathematics.,"python,  c++",https://summerofcode.withgoogle.com/archive/2017/organizations/5228947662962688/
165,"Systers, an Anita Borg Institute community",Helping women find their potential in code.,"android,  ios,  python,  java,  javascript",https://summerofcode.withgoogle.com/archive/2017/organizations/5429781541683200/
166,TEAMMATES @ National University of Singapore,An online feedback management system for students and teachers,"java,  javascript,  google app engine,  css,  java ee",https://summerofcode.withgoogle.com/archive/2017/organizations/5786366906466304/
167,The Center for Connected Learning and Computer-Based Modeling,NetLogo: A language and IDE for programming and scientific simulations,"javascript,  scala,  html5",https://summerofcode.withgoogle.com/archive/2017/organizations/4578118920568832/
168,The CGAL Project,C++ library of computational geometry and geometry processing,"c++,  git,  github",https://summerofcode.withgoogle.com/archive/2017/organizations/6565611412914176/
169,The Eclipse Foundation,"An amazing open source community of tools, projects, and  collaboration.","java,  geo,  iot,  che,  ide",https://summerofcode.withgoogle.com/archive/2017/organizations/5043263878725632/
